m1 m2 chi_1 chi_2 distance inclination ra dec psi phi_c tc
6.911360589930704634e+01 6.354810183065058737e+01 5.679475354969669709e-01 3.860900266768676481e-01 2.929907137182744918e+02 1.713507992148851189e+00 4.967910996630672038e+00 -1.009502584916647683e+00 1.577293377953113529e+00 1.552277940149516811e+00 3.986317630476752250e+00
6.869080510835955522e+01 6.406153419363513990e+01 5.991168997684805930e-01 3.192010214112033228e-01 2.654858822160622935e+02 1.633502782941806508e+00 5.121781873718774136e+00 -9.934627702536414917e-01 1.434814136494611425e+00 1.388561459189881386e+00 3.987587166889926316e+00
7.278828877567573841e+01 6.001606420029088440e+01 7.032874671693466473e-01 2.461079569179846493e-01 2.762288765589951822e+02 1.598072328797528696e+00 4.715766493102965917e+00 -9.749710813404480758e-01 1.809460542384377923e+00 1.463056450678948739e+00 3.984251905173954889e+00
7.138356911224464341e+01 6.161972821122303401e+01 6.392761176785770605e-01 3.025401453227524740e-01 2.696678818130598643e+02 1.624003052411711945e+00 4.455671987365716014e+00 -9.861324538173334986e-01 2.050865788697097347e+00 1.229901409164521064e+00 3.982923740945846003e+00
7.176361510844455438e+01 6.132383163717783248e+01 5.890732588765786870e-01 3.832112996910919112e-01 2.359158604888763762e+02 1.686151404320520575e+00 5.140057019327653798e+00 -1.022199331254795229e+00 1.475087319793144891e+00 1.242566675321613134e+00 3.987743771901491652e+00
7.085012177067092409e+01 6.177774437886964876e+01 5.966192365846395562e-01 3.028069089171197548e-01 3.165555619504905849e+02 1.656845940965891106e+00 4.551176216516719997e+00 -9.855698439954981849e-01 1.928043421363831778e+00 1.500794625320615472e+00 3.983475166385892940e+00
6.855944369527365723e+01 6.466311727693333467e+01 7.375221539353215006e-01 3.241378660809732803e-01 2.453157784833153414e+02 1.590616286506289168e+00 4.657995739074751285e+00 -9.656120701607027179e-01 1.900647689708721444e+00 1.125342891173255033e+00 3.983880500461904450e+00
7.216952448539403520e+01 6.066916139157396515e+01 5.075779388722216900e-01 4.086715142798006961e-01 2.561897927139376065e+02 1.649335625813515449e+00 4.356596212689477277e+00 -8.962607662408271780e-01 2.178874350096073886e+00 1.386173779592060784e+00 3.981853068990727884e+00
7.084208787974172594e+01 6.183140321528939864e+01 5.378410809741501764e-01 3.527937036160928574e-01 2.454105821932705283e+02 1.681906003894441115e+00 5.223476299380821253e+00 -9.795934836165203219e-01 1.362135910245685144e+00 1.516762891934163804e+00 3.988418996286532181e+00
7.027079289149330066e+01 6.243467080155237880e+01 6.999218436744424343e-01 2.384803858370404261e-01 2.393276514983711820e+02 1.621730513916355809e+00 5.224783899948238997e+00 -9.780163073886567471e-01 1.354909881591364051e+00 1.486483957230257502e+00 3.988555437905043188e+00
7.275633909983004344e+01 6.015176790970752307e+01 6.073314807609442312e-01 2.788288453250502563e-01 2.124891148879081015e+02 1.670320207073539898e+00 4.738643145174401994e+00 -1.034163704010524487e+00 1.845916952414815126e+00 1.533954935811104647e+00 3.984780801181604382e+00
7.205612273698022818e+01 6.086606473033688047e+01 5.348313961022120866e-01 2.863510078795239999e-01 2.558239701420032475e+02 1.607201601937775504e+00 4.464670001129706911e+00 -9.283672336919551737e-01 2.068285498255706845e+00 1.315585489898946747e+00 3.982546853608963211e+00
6.911810062981376745e+01 6.375216047349643844e+01 7.209205420385669250e-01 2.926796236898024928e-01 2.562158878244654261e+02 1.604854440175729424e+00 4.807497911993878326e+00 -1.019406482282591009e+00 1.737148308751501391e+00 1.293265838006849133e+00 3.985195156688068341e+00
6.938637261156900138e+01 6.332794882396526503e+01 6.365596139740031800e-01 2.952261920271802009e-01 2.883587683502356072e+02 1.659928254692256022e+00 4.457578295565245874e+00 -9.397725750863661354e-01 2.043131884524425956e+00 1.476329350463055912e+00 3.982616759894084257e+00
7.056454018231026737e+01 6.292652106696615988e+01 6.616107984567770606e-01 3.508153232904103747e-01 2.570355682983530414e+02 1.624348747458067788e+00 4.470839512652068137e+00 -9.375894506823192476e-01 2.059132965131563076e+00 9.661088137916103991e-01 3.982561427288736855e+00
6.772994548949057503e+01 6.512085718190344608e+01 7.370905284849149641e-01 2.679867076650482294e-01 2.664255609905504798e+02 1.573911802031748630e+00 4.975383813483602147e+00 -1.004193463706550160e+00 1.555272650125541611e+00 1.297717565664167294e+00 3.986378851872319995e+00
7.244779472546419186e+01 6.075179474975281124e+01 5.281035951737470535e-01 3.485130929463066130e-01 2.736142195077947008e+02 1.686840920145470601e+00 5.124475845678137631e+00 -9.924912812231921899e-01 1.434355483599952130e+00 1.119791656884083997e+00 3.987624313062128945e+00
7.069290170497929182e+01 6.199771484674757716e+01 5.570055099866949577e-01 3.729754707680904002e-01 2.186665415278337150e+02 1.598801927763614295e+00 4.384874563793103697e+00 -9.027510584825451101e-01 2.202712958546734434e+00 1.492562664926819327e+00 3.981964186729138433e+00
7.184295308896740551e+01 6.113212821082214532e+01 6.634454230632618188e-01 3.158637123773757049e-01 2.104724847850564800e+02 1.698345036713258205e+00 4.944552315763258044e+00 -1.083641039602000866e+00 1.668213535189669194e+00 1.435285223167221735e+00 3.986336568726577045e+00
7.140212639791936056e+01 6.173780250421845750e+01 5.506731336304131474e-01 3.078143767877493109e-01 2.220330139464542469e+02 1.608295696521834461e+00 4.518062139191814097e+00 -9.515442717533458827e-01 2.031366006569526039e+00 1.192767475552109158e+00 3.982968482578768565e+00
7.000037779108744473e+01 6.288859271766885684e+01 6.344003021827662181e-01 3.516308303972382476e-01 2.495886789225410496e+02 1.641330822198320938e+00 5.236437530802198204e+00 -9.798736399721639234e-01 1.376798289250515950e+00 1.344223655847427423e+00 3.988613123422121820e+00
7.020325137605468058e+01 6.277777336740092551e+01 5.537122471590849582e-01 3.960687654247023737e-01 2.537111862637839863e+02 1.657064873558345308e+00 5.067193235344854330e+00 -9.869653690255552059e-01 1.498619113022849891e+00 1.270534446614382640e+00 3.987114456812887120e+00
7.034131816942141313e+01 6.264550920984618188e+01 5.852569033218003591e-01 3.516680528530494731e-01 2.621224192149193186e+02 1.642759211781874784e+00 5.046181246609410920e+00 -1.009649567626328626e+00 1.491267199132638721e+00 1.232229110023298047e+00 3.986947565253367465e+00
7.039153767919259508e+01 6.265298921716980374e+01 6.470131846751783211e-01 2.741567034359267407e-01 3.129936020502535712e+02 1.601551435895358866e+00 4.922497987859900448e+00 -9.889142299550485182e-01 1.554706914424836439e+00 1.228528924867638761e+00 3.985896599287288122e+00
7.045400069422070999e+01 6.240589918033030870e+01 6.658547261700790143e-01 2.423719281143816295e-01 3.099778636799889000e+02 1.598621121558454705e+00 4.704733622620812739e+00 -9.800270911749591196e-01 1.775802555576170505e+00 1.391712195357208248e+00 3.984210786177801555e+00
7.107145272356774512e+01 6.155385854170388882e+01 5.236455075270116666e-01 4.133153346669947714e-01 1.666411232488278245e+02 1.672633663344495147e+00 4.427468256179721173e+00 -1.099595310665804071e+00 2.162466516588048560e+00 1.544654413367592349e+00 3.983872962731018763e+00
7.042602588328978186e+01 6.280875621952863952e+01 7.087312859909377094e-01 2.757077298726832715e-01 2.679892873942716278e+02 1.636368764105039508e+00 4.854228590621480599e+00 -9.907245969259111940e-01 1.687192604257022444e+00 1.107774679281126051e+00 3.985366711352769098e+00
7.156515366389852772e+01 6.116041992601041954e+01 4.008784402615547249e-01 4.276170800573196318e-01 2.728820430727544135e+02 1.631065996286527708e+00 4.486867345643505089e+00 -9.542864679609177614e-01 2.063368045298524134e+00 1.409975315153663367e+00 3.982811366811351839e+00
7.241998641784289248e+01 6.060533826458568996e+01 5.975237834331613707e-01 3.238621042856033583e-01 2.538900425505232761e+02 1.690588552442396919e+00 4.975563613879779190e+00 -1.037574777732695352e+00 1.582437152949193626e+00 1.338807076223470505e+00 3.986454587398335025e+00
7.076609101818429792e+01 6.211485128915032305e+01 6.736939085337032562e-01 2.308076595726152591e-01 2.497568047385537398e+02 1.599761080510227584e+00 5.060961836203829556e+00 -9.983147831842802411e-01 1.518469261892354094e+00 1.343664726442104218e+00 3.987067701032113831e+00
6.974473526212591423e+01 6.292375060689752786e+01 6.855356885924255295e-01 1.856428262426512710e-01 2.719114580848448668e+02 1.579043090937621407e+00 5.055488778777445624e+00 -9.921013456300257216e-01 1.508445694874495979e+00 1.462567062101296500e+00 3.987032811857315728e+00
6.863461076244199432e+01 6.467539574969279670e+01 7.376970665306830099e-01 3.159292750940388417e-01 2.509320471842466702e+02 1.580000861329902806e+00 4.639475251287289659e+00 -9.768624750867475059e-01 1.901280909760775684e+00 1.016804351109863447e+00 3.983817330087566333e+00
7.077845552110365190e+01 6.201935400413279353e+01 6.342945588521898825e-01 3.679554793838478721e-01 2.262991205770559873e+02 1.655630909514900218e+00 4.803814263325018707e+00 -9.994233069988432971e-01 1.790462051857829362e+00 1.459746951703292828e+00 3.985022358189478808e+00
6.982791005789898975e+01 6.330049151077917458e+01 5.839222301556236117e-01 3.811721432982914104e-01 2.888742008927868028e+02 1.633921731711814651e+00 4.887811317835725866e+00 -1.004521019188612474e+00 1.633036220762705826e+00 1.132961977066120118e+00 3.985677833125574665e+00
7.030781684030964129e+01 6.261139088628731031e+01 6.073534507595315102e-01 2.975486801799158698e-01 2.048264836662850996e+02 1.561677949994112691e+00 5.388826124159050046e+00 -9.237210399585892295e-01 1.277722865002463459e+00 1.259415634917462778e+00 3.990345245169210298e+00
6.956988958026147429e+01 6.351592473723366794e+01 6.620543428334726421e-01 3.120178010461599483e-01 2.386214880167926538e+02 1.548849455674986109e+00 4.793251861763851984e+00 -9.783226764267130005e-01 1.775915085888209566e+00 1.198023085727321302e+00 3.984735697980647640e+00
6.984763206398262980e+01 6.289273003869821110e+01 5.314185331020488956e-01 3.351493508418127987e-01 1.743599353474176041e+02 1.614101682645033620e+00 4.282667967272512755e+00 -9.066703889961412743e-01 2.299217728533166749e+00 1.435651663623452645e+00 3.981667492906722838e+00
7.276479110452424948e+01 5.971175509016170935e+01 3.819262153243741520e-01 3.965019153464531820e-01 1.869078021504074911e+02 1.633748449100559608e+00 4.232993914805984303e+00 -8.844737000210244338e-01 2.341157489180833551e+00 1.677592377799686174e+00 3.981322579573483900e+00
7.205368645049286158e+01 6.077667638398356331e+01 5.570249345657937168e-01 3.256329608702822620e-01 2.381607193885768652e+02 1.671109826837111401e+00 4.916059866721347760e+00 -1.003919107164270130e+00 1.638535408378677172e+00 1.456670281590106253e+00 3.985833480682765106e+00
7.019025664452465207e+01 6.262956005461165887e+01 5.131651127534424539e-01 3.581071168073904354e-01 2.737749645322749643e+02 1.732654153992941426e+00 4.974382498983715095e+00 -1.010506611142020006e+00 1.530038282095048219e+00 1.446045046649645949e+00 3.986336060980358198e+00
7.125939443662558404e+01 6.148510979725419645e+01 4.820344471439210743e-01 3.337447509617252339e-01 2.006139417096313196e+02 1.599351716636287613e+00 4.232754929828200119e+00 -8.466586498391203142e-01 2.340818438580945404e+00 1.438178541884222117e+00 3.981110927762795626e+00
7.097780168318384142e+01 6.180891434670533613e+01 5.591263701101070183e-01 3.408378960711540007e-01 2.468106062400580072e+02 1.591674437845276291e+00 4.566721838229391928e+00 -9.485334067030445349e-01 2.005327913099781423e+00 1.413377016035603617e+00 3.983185624602965103e+00
7.016432234292891224e+01 6.292236652773809169e+01 7.028395019576080260e-01 2.572986695875329466e-01 2.689304015811296154e+02 1.579899335663488724e+00 5.007451799723011021e+00 -9.702217485777216988e-01 1.502914318706183083e+00 1.188536424303776595e+00 3.986535231871820795e+00
7.185907789316273409e+01 6.111937275352256904e+01 5.933286744001831092e-01 3.013137143916223004e-01 2.308900378830590512e+02 1.580534406736085806e+00 4.879248028167172180e+00 -1.007610295977730885e+00 1.692994399466412281e+00 1.270348927372940251e+00 3.985580537078864172e+00
7.030922234149176120e+01 6.264096955048780302e+01 6.278927693910756336e-01 3.265317615879764768e-01 2.392271617521840312e+02 1.654180148204345002e+00 5.236307872437267363e+00 -9.771301482891507906e-01 1.324635636519574389e+00 1.278471359914561845e+00 3.988699923525201196e+00
7.088307681510774216e+01 6.207524791408479103e+01 5.572208521576850204e-01 3.410314341063541699e-01 2.340506692601682346e+02 1.611079552083425126e+00 4.804107856506828256e+00 -9.846673053744097182e-01 1.757454467730581227e+00 1.304621352142530721e+00 3.984892220307146182e+00
7.215539883249441289e+01 6.061417775241355343e+01 5.493277425076299458e-01 3.960330106907215542e-01 2.997843631173306562e+02 1.694708813157187244e+00 4.988138899539010573e+00 -1.005487513525507248e+00 1.573138534654006104e+00 1.453274606869431773e+00 3.986505330150871718e+00
6.884363903412591412e+01 6.381123859137042587e+01 6.447543628439619257e-01 2.325733675367750442e-01 2.605361415876185447e+02 1.556687358443410218e+00 4.854667894983813348e+00 -9.648626559874436959e-01 1.728727380146343862e+00 1.448585123126586272e+00 3.985273237661160817e+00
7.101649853836309489e+01 6.198097317838731612e+01 5.683676442698012421e-01 3.310631169866645740e-01 2.645653842248634078e+02 1.625298094424005635e+00 4.844104960265308790e+00 -1.009520569190220929e+00 1.700614157837032403e+00 1.280366652437557429e+00 3.985357382624343803e+00
7.293441936530305725e+01 6.000506421234521071e+01 4.782285712899128627e-01 3.785822417598775913e-01 2.720011791098974641e+02 1.655188617030006970e+00 4.763779781792358392e+00 -1.008492883402160034e+00 1.787100956200530000e+00 1.362450831107414606e+00 3.984774167136603040e+00
7.072862519027772521e+01 6.221528220832858125e+01 6.615644406522381837e-01 2.515039727925573176e-01 2.047726759389355493e+02 1.523783897225689410e+00 4.663980934767526065e+00 -9.680387575064984818e-01 1.940130451519044064e+00 1.166743430760936562e+00 3.983955500025552432e+00
7.148529672425810588e+01 6.122119997170888439e+01 5.313158020437316331e-01 3.572742254741588241e-01 2.863634450555060766e+02 1.594229183951369588e+00 4.881099258388409190e+00 -9.802114619322394029e-01 1.638307741275447205e+00 1.426010690728781061e+00 3.985464991583614669e+00
6.937172062616156154e+01 6.341761907944406573e+01 7.054019371806963257e-01 2.449070235542628871e-01 1.712108866800718090e+02 1.623795057002484610e+00 5.447083877323718681e+00 -9.992650601533542565e-01 1.207939517234999149e+00 1.412939996839203127e+00 3.990657799593732680e+00
7.012196386920079760e+01 6.253687378905579664e+01 6.136479045247738018e-01 2.852858769163794106e-01 2.528863338683311497e+02 1.592209716646080242e+00 5.053558202309940128e+00 -9.820284120482545287e-01 1.501459233511835523e+00 1.477546092636472741e+00 3.986956910734104742e+00
7.178567454164753769e+01 6.112672414534912235e+01 7.163493315009868967e-01 2.802952227871370883e-01 1.906817148835856415e+02 1.607096917952297588e+00 4.324319147361242344e+00 -8.746087411840873793e-01 2.260575340175725145e+00 1.409008922226027138e+00 3.981598649348564667e+00
6.953605215161482533e+01 6.317487972628499904e+01 5.953038458449950721e-01 3.402436338458030840e-01 2.223399264904794563e+02 1.614601182226903298e+00 5.346568083825897766e+00 -9.654108477058472859e-01 1.286318671489760534e+00 1.454542752977451503e+00 3.989702501160519166e+00
7.128764643524790756e+01 6.128415762722628557e+01 5.447648609951597498e-01 2.527079169934866587e-01 2.457780389954255611e+02 1.553531928845006016e+00 5.096099124040295969e+00 -9.846340477503249256e-01 1.484232850254497915e+00 1.479453057356865608e+00 3.987436716174830309e+00
7.207014189033175455e+01 6.075319508252642464e+01 4.865391628648410016e-01 3.657013491087148793e-01 2.145305504272809856e+02 1.628183623713749695e+00 4.384327664834733795e+00 -9.033127585370019919e-01 2.194534739753134733e+00 1.403521756771422435e+00 3.982051970504523641e+00
7.008430951869596015e+01 6.284189745821878859e+01 5.524293012263298275e-01 3.641161883377637132e-01 2.301153122673376004e+02 1.610163526990535887e+00 4.855878527959765378e+00 -1.018389421258435235e+00 1.718079328191890687e+00 1.303727591692574350e+00 3.985441022248310539e+00
7.092114205410304351e+01 6.176287076889989436e+01 5.126449563433184142e-01 4.059200849505590347e-01 2.412035051510330277e+02 1.662838861246221933e+00 4.755718696250812449e+00 -9.852499890033227237e-01 1.828165429736340997e+00 1.547598245600461997e+00 3.984467153057877020e+00
7.362848163186036743e+01 5.931365832344349798e+01 6.595275301881559082e-01 2.497584968455759946e-01 2.401722821244893851e+02 1.619513979871829656e+00 4.928919728125830346e+00 -1.029556973287474531e+00 1.673877391347332155e+00 1.394370644623257993e+00 3.986084260637600352e+00
7.085375264820262942e+01 6.204531705284560417e+01 6.451747518656892888e-01 2.863308800196394110e-01 2.536104240058361086e+02 1.590228729895857951e+00 4.724726652471022526e+00 -9.809913328886239459e-01 1.813941871344741719e+00 1.364102556001001165e+00 3.984322430639804846e+00
7.254849013241508260e+01 6.021643221156327996e+01 6.677019628629030645e-01 2.009045577055754705e-01 2.443480866282824309e+02 1.589989738543167164e+00 4.552347078845393469e+00 -9.546050757775378370e-01 1.985445219894819147e+00 1.475833748946837387e+00 3.983189346372618012e+00
7.151969622610675970e+01 6.126473811790712176e+01 5.968315121158337400e-01 3.346152635117939367e-01 2.268308603041160438e+02 1.671102659373837396e+00 5.497762230398927308e+00 -9.193361989763288999e-01 1.140362177640765307e+00 1.469084724528621155e+00 3.991513014099263845e+00
6.889230684378480873e+01 6.389905803143015817e+01 5.588764346398262806e-01 3.297835377997669348e-01 2.606017655756527915e+02 1.613056896435151266e+00 4.954222444618364918e+00 -1.001933682181435081e+00 1.584620486537958950e+00 1.350384413780209236e+00 3.986128773046806906e+00
7.132949401971595194e+01 6.184742392281381740e+01 6.695016555929177438e-01 2.848719972920568111e-01 2.798385103120188546e+02 1.658601485116924623e+00 4.989884768651303482e+00 -1.006845543021028355e+00 1.516915355405181076e+00 1.155754989665439325e+00 3.986532754519903410e+00
7.159657703174558208e+01 6.126798214522329999e+01 6.401042316739753435e-01 3.423854462285316202e-01 2.520760342696133591e+02 1.620805505680893432e+00 4.531330036434370712e+00 -9.564701080143271916e-01 2.021658764158482224e+00 1.368342261372860635e+00 3.983160251525497575e+00
6.996287545222720894e+01 6.338090402934944478e+01 7.424065122593110910e-01 2.793748231060476650e-01 2.927925059084633972e+02 1.587008633391089107e+00 5.237599734551401376e+00 -9.720474090271277179e-01 1.290627472252626751e+00 1.070507518754087561e+00 3.988601693734278086e+00
7.093410647540643765e+01 6.195387098393002390e+01 7.094024367500121331e-01 2.055717342463696251e-01 2.338881363641742155e+02 1.575226975672372687e+00 4.307447400399505355e+00 -8.661319691707753954e-01 2.233077609638503436e+00 1.352884015956670183e+00 3.981518950617051633e+00
7.039153767919259508e+01 6.265298921716980374e+01 6.470131846751783211e-01 2.741567034359267407e-01 3.129936020502535712e+02 1.601551435895358866e+00 4.922497987859900448e+00 -9.889142299550485182e-01 1.554706914424836439e+00 1.228528924867638761e+00 3.985896599287288122e+00
7.146032000140060347e+01 6.153168001061091275e+01 5.843519298019163033e-01 3.145910387551476006e-01 2.422912217368086942e+02 1.635249945822779383e+00 5.166057643965356938e+00 -9.585229160535623238e-01 1.412750048965434102e+00 1.265856209006846367e+00 3.987954017643003279e+00
7.013016514804481005e+01 6.266054585015162814e+01 5.362885991352158710e-01 3.531948070333337242e-01 2.385510598434568692e+02 1.634040169899021677e+00 4.496292976721628420e+00 -9.723080265367032293e-01 2.044751728198794360e+00 1.446339273599272390e+00 3.983002569830565331e+00
7.082571739835387348e+01 6.216573384424611959e+01 6.184119263783047771e-01 3.275712882150981220e-01 2.875580253807626150e+02 1.650766844381298171e+00 4.543954256426007809e+00 -1.000389695490278452e+00 1.953527410222895888e+00 1.277568494932879162e+00 3.983466904452767299e+00
7.022387715908591588e+01 6.277450044688049502e+01 6.754145106852358360e-01 2.459073764304527399e-01 2.406808143075121222e+02 1.560622647789441153e+00 5.309335158637383145e+00 -9.602654842718180150e-01 1.276620271419914188e+00 1.241089028336877398e+00 3.989392753473046227e+00
7.091489249472176937e+01 6.185452754494431105e+01 5.855972672609767171e-01 2.416642374162937534e-01 3.052405866604347580e+02 1.537991582477128860e+00 4.330397051882589388e+00 -8.673784500240935280e-01 2.164105730496839186e+00 1.358700534831492668e+00 3.981615856194398173e+00
7.280517172229259870e+01 6.021725411558412588e+01 6.250580945721656567e-01 2.531852982213859682e-01 2.783168878481557726e+02 1.632611028302565437e+00 5.246131371523892639e+00 -9.415280409133944817e-01 1.300249362028188527e+00 1.344031416870107076e+00 3.988784236298797303e+00
7.124604707986827634e+01 6.153619101559071680e+01 6.183694685647050937e-01 3.083806214212835295e-01 2.308849106124098967e+02 1.647621588420327798e+00 5.151715069133342872e+00 -1.007817287090626568e+00 1.432576153536392782e+00 1.412857375556239026e+00 3.987867182608495931e+00
6.721161708589679051e+01 6.570680611900907309e+01 6.698024035209200200e-01 4.059245724952056378e-01 2.936405611371885698e+02 1.659179420467607802e+00 4.558101643988600848e+00 -9.372984382307646412e-01 1.958692715763191261e+00 1.362116289072239361e+00 3.983088663751832570e+00
6.950361973816657724e+01 6.346780452532848216e+01 7.349063876981353216e-01 2.945462831451485242e-01 2.718086834571797112e+02 1.665724439422435088e+00 5.139761256856431260e+00 -9.812603564178067339e-01 1.416390042725420573e+00 1.329550795735708668e+00 3.987682917707625396e+00
7.152968041231387986e+01 6.134387867502285729e+01 5.225660361625386052e-01 4.326819760388349589e-01 2.638133377867345075e+02 1.622441115233839826e+00 4.649457170022529340e+00 -9.611562714013011099e-01 1.916363008918555488e+00 1.356098668468768587e+00 3.983817917097184580e+00
7.006003004856407301e+01 6.273896231827923486e+01 7.572968514857986166e-01 2.406358889860152062e-01 2.156980579763093999e+02 1.632697717003484650e+00 5.503213127443799202e+00 -9.154562227454481338e-01 1.105645372417282557e+00 1.418353535270858501e+00 3.991651963557237170e+00
7.057187518339611643e+01 6.211305163977068133e+01 5.089850418915615737e-01 3.815594792121606016e-01 2.578557929817239938e+02 1.635787886813048653e+00 4.546677468107249709e+00 -9.594364120970845233e-01 1.994081534440652614e+00 1.478045645922190676e+00 3.983237066529500492e+00
7.008696762517315904e+01 6.284327463067486974e+01 5.913604049384003636e-01 3.338942133229712006e-01 2.398136022767523343e+02 1.638718082079668736e+00 5.323265143290541346e+00 -9.610583583828197218e-01 1.252309946039638078e+00 1.291749253485538595e+00 3.989516086864852706e+00
7.027290352615442259e+01 6.265372590897217719e+01 6.330257500897130685e-01 3.486382354151142393e-01 2.443413985594222595e+02 1.660603564040634694e+00 4.301156970167649085e+00 -9.268360269016913122e-01 2.245626926236112819e+00 1.359914208219246579e+00 3.981946999922057362e+00
6.851057201193427204e+01 6.454709327476416547e+01 7.234916482437879770e-01 2.971806938807524667e-01 2.111994813214994622e+02 1.558651717727940422e+00 4.398308754317130642e+00 -9.436814648286484530e-01 2.165419722572522243e+00 1.178941228968449551e+00 3.982368284432090899e+00
6.997789808818789936e+01 6.297708192833449203e+01 6.472878985624082038e-01 3.347494214716741356e-01 2.604257954965459021e+02 1.668295237954140919e+00 5.360537410179487594e+00 -9.429737129135549178e-01 1.214497191589508862e+00 1.345773366272373872e+00 3.989893129516803416e+00
6.938803925347649226e+01 6.342107660970813754e+01 6.388423367629577632e-01 2.938639194942939681e-01 2.145508510786488898e+02 1.585035202613942262e+00 4.395552580015013255e+00 -9.669624533117336940e-01 2.156713385219146684e+00 1.341626125111295087e+00 3.982501709329872686e+00
7.139429354414271245e+01 6.157801795815969115e+01 5.816128266030655691e-01 2.847268347161831525e-01 2.002295883074714595e+02 1.601751649737927163e+00 5.546381659591005153e+00 -8.675660948649918103e-01 1.111918845394942457e+00 1.233093369748111900e+00 3.992427812079925253e+00
7.086902738345543185e+01 6.176287879690877958e+01 5.127998158196119816e-01 3.626587198150325597e-01 2.384365914760402347e+02 1.641577454876434139e+00 4.591165151837865110e+00 -1.003788448967530389e+00 1.980696160958938856e+00 1.534493651523862745e+00 3.983692298687568911e+00
6.957342972935911973e+01 6.322501238839451077e+01 6.805883122971754240e-01 2.685394306153023880e-01 2.811836274413143997e+02 1.604038706158667615e+00 4.658477687144077173e+00 -9.825033144921815342e-01 1.845779700707759874e+00 1.410587894346620796e+00 3.983916504472121201e+00
7.234868874003399242e+01 6.042410914468299410e+01 4.923400528640119456e-01 3.481336363219179053e-01 2.156679061163947324e+02 1.651158540067710678e+00 4.843550154605892999e+00 -1.059478022932949459e+00 1.723395505378010784e+00 1.419086449196098609e+00 3.985625210379216021e+00
7.224785755866616910e+01 6.064223842959165012e+01 5.104838200704296947e-01 3.810843393213682040e-01 2.184492699976694041e+02 1.641486489050259845e+00 4.252575675876942185e+00 -9.087773796937721471e-01 2.290125886657750964e+00 1.373953686098624782e+00 3.981582518840026896e+00
7.058131715079173318e+01 6.239926581322039567e+01 6.827410680929397735e-01 3.288613839806078243e-01 2.111509080664897056e+02 1.638666706142004159e+00 4.377911020750320681e+00 -9.295778860164118917e-01 2.190624259783288341e+00 1.357707093995652814e+00 3.982129432049702711e+00
7.210267613060021574e+01 6.079195908381329616e+01 4.798288463475208765e-01 3.635051524175251791e-01 2.546452350971260330e+02 1.647037625125277183e+00 5.474279441927985879e+00 -9.220422265532594031e-01 1.089739998044805258e+00 1.306918631854974144e+00 3.991231419966424276e+00
7.050312071786262891e+01 6.230285344706836526e+01 6.687782319340199733e-01 3.259923331937566449e-01 2.360261356885208102e+02 1.646477164990250319e+00 4.548435240387961542e+00 -9.956952832638061857e-01 2.022301333279014290e+00 1.504430885812140017e+00 3.983426671396028684e+00
7.200423960950388391e+01 6.083061200693008175e+01 7.007452053724763097e-01 2.814246375203791617e-01 2.042402802534109867e+02 1.630889766298924348e+00 4.398793281515120057e+00 -9.080893864834479468e-01 2.179442285060237960e+00 1.473983434366960665e+00 3.982118135940549752e+00
6.989698572527460385e+01 6.283052951812750564e+01 6.397633699474217783e-01 2.967015729209379615e-01 2.165753206753680047e+02 1.631555101625936866e+00 5.478777121903873670e+00 -9.129227911718511557e-01 1.152552137841100777e+00 1.483379385911454129e+00 3.991390997643151639e+00
7.159868617806542090e+01 6.126078783400990346e+01 6.196024709193763691e-01 3.639418123453438958e-01 2.564582366264395432e+02 1.667868227196529718e+00 5.221864080081887849e+00 -9.471646232574502111e-01 1.345061895617630343e+00 1.367292687044195709e+00 3.988583362487980732e+00
7.078346636227540500e+01 6.237046582079381807e+01 6.672835168694039032e-01 2.947203604030103063e-01 4.056049044895577822e+02 1.668083510088085752e+00 4.721848825452959808e+00 -1.011402695632559467e+00 1.630341949025977621e+00 1.184587372446698206e+00 3.984522328839919858e+00
7.222194485557872667e+01 6.074110871807248202e+01 5.449808638036843789e-01 3.195076146059036004e-01 2.870580905986898301e+02 1.648444088242958960e+00 4.628861417338203665e+00 -9.912698821702721208e-01 1.872756403844064499e+00 1.331309955191733341e+00 3.983851369020052768e+00
7.149668642521957906e+01 6.115842686367841452e+01 5.800931154113161403e-01 2.803227464556526383e-01 2.519735869508232327e+02 1.627868910041840422e+00 4.624747814193964857e+00 -9.602021888851038911e-01 1.930127306360696071e+00 1.519307488960616848e+00 3.983668512865623068e+00
7.042268489599022985e+01 6.237661886328888272e+01 5.398492983374858500e-01 3.149144611052556164e-01 2.842283602181695414e+02 1.604807430232320975e+00 5.039292253339796801e+00 -9.744845165427291622e-01 1.469132014977980960e+00 1.380661249417409309e+00 3.986805402035848545e+00
7.022853447477174882e+01 6.277437286404302341e+01 6.853924226159711086e-01 2.768539140478838978e-01 2.594339268529002425e+02 1.615049876744656165e+00 4.887098103382503389e+00 -9.567910806009048974e-01 1.674036763334344258e+00 1.314237694164442027e+00 3.985464154230594414e+00
7.051616744160855887e+01 6.207330500655537264e+01 5.835298671521397251e-01 3.153593610255727153e-01 2.388862206364237295e+02 1.623055450800194865e+00 5.253174464445873326e+00 -9.648793581890175997e-01 1.333138605104355445e+00 1.569266155786908312e+00 3.988766255568754637e+00
7.109859072440849559e+01 6.220493041186831817e+01 6.342960409835080027e-01 2.684709870598109283e-01 2.365352215245418108e+02 1.544199939268046995e+00 4.735025968846872324e+00 -9.622202342583529022e-01 1.832909152482896875e+00 9.928889686731499076e-01 3.984411650656972892e+00
